molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,assay_type
CHEMBL5268143,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5268143,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5268143,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5268143,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5268143,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL4650319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5967320,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3COC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5967320,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3COC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5967320,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3COC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5967320,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3COC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5811636,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CN(C)C3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5811636,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CN(C)C3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5811636,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CN(C)C3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5811636,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CN(C)C3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5853287,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC3CC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5853287,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC3CC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5853287,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC3CC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5853287,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC3CC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5273438,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CCC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5273438,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CCC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5273438,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CCC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5273438,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CCC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5854306,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-n3ccc4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5854306,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-n3ccc4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5854306,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-n3ccc4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5854306,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-n3ccc4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5953610,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5953610,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5953610,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5953610,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,300.0,nM,B
CHEMBL5928706,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5928706,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5928706,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5928706,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5928706,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC1CCCN1C,IC50,100.0,nM,B
CHEMBL5820070,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cn(C)c4cc(OCCN5CCN(C)CC5)ccc34)n2)c1,IC50,1000.0,nM,B
CHEMBL5820070,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cn(C)c4cc(OCCN5CCN(C)CC5)ccc34)n2)c1,IC50,300.0,nM,B
CHEMBL5820070,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cn(C)c4cc(OCCN5CCN(C)CC5)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5820070,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cn(C)c4cc(OCCN5CCN(C)CC5)ccc34)n2)c1,IC50,1000.0,nM,B
CHEMBL5834572,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCCN(C)C)ccc34)n2)c1,IC50,300.0,nM,B
CHEMBL5834572,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCCN(C)C)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5834572,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCCN(C)C)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5834572,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCCN(C)C)ccc34)n2)c1,IC50,750.0,nM,B
CHEMBL5844856,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,300.0,nM,B
CHEMBL5844856,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5844856,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5844856,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,750.0,nM,B
CHEMBL5766497,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCC5CCCN5C)ccc34)n2)c1,IC50,750.0,nM,B
CHEMBL5766497,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCC5CCCN5C)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5766497,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCC5CCCN5C)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5766497,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCC5CCCN5C)ccc34)n2)c1,IC50,750.0,nM,B
CHEMBL5780056,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,300.0,nM,B
CHEMBL5780056,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5780056,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5780056,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4cc(OCCN5CCCC5)ccc34)n2)c1,IC50,300.0,nM,B
CHEMBL5854207,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCC5CCCN5C)ccc34)n2)c1,IC50,300.0,nM,B
CHEMBL5854207,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCC5CCCN5C)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5854207,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCC5CCCN5C)ccc34)n2)c1,IC50,100.0,nM,B
CHEMBL5854207,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(C#N)c(-c3cn(C)c4cc(OCCC5CCCN5C)ccc34)n2)c1,IC50,750.0,nM,B
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,750.0,nM,B
CHEMBL3353405,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,IC50,300.0,nM,B
CHEMBL3353405,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,IC50,100.0,nM,B
CHEMBL3353405,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,IC50,750.0,nM,B
CHEMBL2426277,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,IC50,750.0,nM,B
CHEMBL2426277,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,IC50,100.0,nM,B
CHEMBL2426277,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,IC50,1000.0,nM,B
CHEMBL5976731,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN1CCN(C)CC1,IC50,750.0,nM,B
CHEMBL5976731,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN1CCN(C)CC1,IC50,100.0,nM,B
CHEMBL5976731,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN1CCN(C)CC1,IC50,1000.0,nM,B
CHEMBL5272345,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5272345,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5272345,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5272345,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL6015892,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)CC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6015892,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)CC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6015892,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)CC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6015892,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)CC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5961813,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5961813,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5961813,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5961813,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5961813,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5829959,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4c(OC)cccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5829959,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4c(OC)cccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5829959,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4c(OC)cccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5829959,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4c(OC)cccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6020461,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6020461,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6020461,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6020461,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5905455,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)CCF,IC50,300.0,nM,B
CHEMBL5905455,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)CCF,IC50,100.0,nM,B
CHEMBL5905455,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)CCF,IC50,750.0,nM,B
CHEMBL5900701,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ncccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5900701,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ncccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5900701,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ncccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5900701,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ncccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5900701,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ncccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5270335,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5270335,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5270335,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5270335,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5270335,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5290929,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5290929,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5290929,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5290929,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5290929,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)C[C@H]1CCCN1C,IC50,100.0,nM,B
CHEMBL5851317,C=CC(=O)Nc1cc(Nc2ncc(C(=O)O[C@@H]3CCOC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5851317,C=CC(=O)Nc1cc(Nc2ncc(C(=O)O[C@@H]3CCOC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5851317,C=CC(=O)Nc1cc(Nc2ncc(C(=O)O[C@@H]3CCOC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5851317,C=CC(=O)Nc1cc(Nc2ncc(C(=O)O[C@@H]3CCOC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL5742632,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5742632,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5742632,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5742632,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6034048,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL6034048,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL6034048,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL6034048,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5787865,C=CC(=O)Nc1cc(Nc2ncc(N(C)C(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL5787865,C=CC(=O)Nc1cc(Nc2ncc(N(C)C(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL5787865,C=CC(=O)Nc1cc(Nc2ncc(N(C)C(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,750.0,nM,B
CHEMBL5787865,C=CC(=O)Nc1cc(Nc2ncc(N(C)C(=O)C(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5802671,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,750.0,nM,B
CHEMBL5802671,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,300.0,nM,B
CHEMBL5802671,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5802671,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,1000.0,nM,B
CHEMBL5845880,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1OC,IC50,1000.0,nM,B
CHEMBL5845880,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1OC,IC50,1000.0,nM,B
CHEMBL5845880,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1OC,IC50,1000.0,nM,B
CHEMBL5845880,C=CC(=O)Nc1cc(Nc2ncc(NC(=O)C(C)(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1OC,IC50,1000.0,nM,B
CHEMBL5763922,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4c5c(ccc34)CCC5)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
CHEMBL5763922,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4c5c(ccc34)CCC5)n2)c(OC)cc1N(C)CCN(C)C,IC50,100.0,nM,B
